,BEGIN_YEARMONTH,Day,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,YEAR,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,SOURCE,EPISODE_NARRATIVE,Year,Month
1381,201105,23,1515,201105,23,1515,51656,307005,MICHIGAN,2011,Thunderstorm Wind,C,99,MACOMB,DTX,23-MAY-11 15:15:00,EST-5,23-MAY-11 15:15:00,0,0,0,0,Trained Spotter,Numerous severe thunderstorms impacted areas south of M-59.,2011,5
1382,201105,23,1515,201105,23,1515,51656,307006,MICHIGAN,2011,Thunderstorm Wind,C,99,MACOMB,DTX,23-MAY-11 15:15:00,EST-5,23-MAY-11 15:15:00,0,0,0,0,Broadcast Media,Numerous severe thunderstorms impacted areas south of M-59.,2011,5
1490,201106,16,1655,201106,16,1655,54492,327365,MICHIGAN,2011,Thunderstorm Wind,C,147,ST. CLAIR,DTX,16-JUN-11 16:55:00,EST-5,16-JUN-11 16:55:00,0,0,0,0,Newspaper,An isolated severe storm impacted Marysville.,2011,6
1626,201106,6,1803,201106,6,1805,53713,321944,MICHIGAN,2011,Hail,C,43,DICKINSON,MQT,06-JUN-11 18:03:00,CST-6,06-JUN-11 18:05:00,0,0,0,0,Trained Spotter,The passage of a low pressure trough through an unstable airmass caused severe thunderstorms with large hail over Dickinson County on the evening of the 6th.,2011,6
1627,201106,6,1805,201106,6,1807,53713,321945,MICHIGAN,2011,Hail,C,43,DICKINSON,MQT,06-JUN-11 18:05:00,CST-6,06-JUN-11 18:07:00,0,0,0,0,Trained Spotter,The passage of a low pressure trough through an unstable airmass caused severe thunderstorms with large hail over Dickinson County on the evening of the 6th.,2011,6
1628,201106,6,1845,201106,6,1915,53713,321946,MICHIGAN,2011,Heavy Rain,C,3,ALGER,MQT,06-JUN-11 18:45:00,EST-5,06-JUN-11 19:15:00,0,0,0,0,Trained Spotter,The passage of a low pressure trough through an unstable airmass caused severe thunderstorms with large hail over Dickinson County on the evening of the 6th.,2011,6
1629,201106,7,515,201106,7,517,53714,321949,MICHIGAN,2011,Hail,C,43,DICKINSON,MQT,07-JUN-11 05:15:00,CST-6,07-JUN-11 05:17:00,0,0,0,0,Public,An approaching warm front triggered a severe thunderstorm with large hail over Dickinson County on the morning of the 7th.,2011,6
1630,201106,8,1405,201106,8,1408,53715,321958,MICHIGAN,2011,Hail,C,3,ALGER,MQT,08-JUN-11 14:05:00,EST-5,08-JUN-11 14:08:00,0,0,0,0,Trained Spotter,The passage of a strong cold front spawned scattered severe thunderstorms over the eastern half of Upper Michigan on the afternoon of the 8th.,2011,6
1715,201101,3,1600,201101,4,1900,48147,281027,MICHIGAN,2011,Winter Weather,Z,64,ALLEGAN,GRR,03-JAN-11 16:00:00,EST-5,04-JAN-11 19:00:00,0,0,0,0,Trained Spotter,A clipper type system advanced toward the Great Lakes region from the west during the afternoon of January 3rd with snow beginning towards evening. Snow with a high water content falling on slightly below freezing road surfaces resulted in very slippery conditions over Western Lower Michigan during the evening hours of the third. A truck jack-knifed during the evening hours on Interstate 96 near Walker.,2011,1
1755,201105,23,1617,201105,23,1617,51656,307007,MICHIGAN,2011,Thunderstorm Wind,C,161,WASHTENAW,DTX,23-MAY-11 16:17:00,EST-5,23-MAY-11 16:17:00,0,0,0,0,Trained Spotter,Numerous severe thunderstorms impacted areas south of M-59.,2011,5
1756,201105,23,1650,201105,23,1650,51656,307008,MICHIGAN,2011,Thunderstorm Wind,C,163,WAYNE,DTX,23-MAY-11 16:50:00,EST-5,23-MAY-11 16:50:00,0,0,0,0,Amateur Radio,Numerous severe thunderstorms impacted areas south of M-59.,2011,5
1757,201105,23,1520,201105,23,1520,51656,310104,MICHIGAN,2011,Thunderstorm Wind,C,99,MACOMB,DTX,23-MAY-11 15:20:00,EST-5,23-MAY-11 15:20:00,0,0,0,0,Trained Spotter,Numerous severe thunderstorms impacted areas south of M-59.,2011,5
1758,201105,23,1658,201105,23,1658,51656,310105,MICHIGAN,2011,Thunderstorm Wind,C,161,WASHTENAW,DTX,23-MAY-11 16:58:00,EST-5,23-MAY-11 16:58:00,0,0,0,0,Trained Spotter,Numerous severe thunderstorms impacted areas south of M-59.,2011,5
1759,201105,23,1727,201105,23,1727,51656,310106,MICHIGAN,2011,Thunderstorm Wind,C,91,LENAWEE,DTX,23-MAY-11 17:27:00,EST-5,23-MAY-11 17:27:00,0,0,0,0,Law Enforcement,Numerous severe thunderstorms impacted areas south of M-59.,2011,5
1760,201105,23,1730,201105,23,1730,51656,310107,MICHIGAN,2011,Thunderstorm Wind,C,91,LENAWEE,DTX,23-MAY-11 17:30:00,EST-5,23-MAY-11 17:30:00,0,0,0,0,Law Enforcement,Numerous severe thunderstorms impacted areas south of M-59.,2011,5
1761,201105,23,1730,201105,23,1730,51656,310108,MICHIGAN,2011,Thunderstorm Wind,C,91,LENAWEE,DTX,23-MAY-11 17:30:00,EST-5,23-MAY-11 17:30:00,0,0,0,0,Law Enforcement,Numerous severe thunderstorms impacted areas south of M-59.,2011,5
1762,201105,23,1917,201105,23,1917,51656,310109,MICHIGAN,2011,Thunderstorm Wind,C,163,WAYNE,DTX,23-MAY-11 19:17:00,EST-5,23-MAY-11 19:17:00,0,0,0,0,Law Enforcement,Numerous severe thunderstorms impacted areas south of M-59.,2011,5
2123,201105,23,1515,201105,23,1515,51656,310110,MICHIGAN,2011,Thunderstorm Wind,C,99,MACOMB,DTX,23-MAY-11 15:15:00,EST-5,23-MAY-11 15:15:00,0,0,0,0,Trained Spotter,Numerous severe thunderstorms impacted areas south of M-59.,2011,5
2124,201105,23,1110,201105,23,1110,51656,311621,MICHIGAN,2011,Thunderstorm Wind,C,125,OAKLAND,DTX,23-MAY-11 11:10:00,EST-5,23-MAY-11 11:10:00,0,0,0,0,Broadcast Media,Numerous severe thunderstorms impacted areas south of M-59.,2011,5
2125,201105,23,1508,201105,23,1508,51656,311622,MICHIGAN,2011,Hail,C,163,WAYNE,DTX,23-MAY-11 15:08:00,EST-5,23-MAY-11 15:08:00,0,0,0,0,Trained Spotter,Numerous severe thunderstorms impacted areas south of M-59.,2011,5
2126,201105,23,1627,201105,23,1627,51656,311623,MICHIGAN,2011,Hail,C,161,WASHTENAW,DTX,23-MAY-11 16:27:00,EST-5,23-MAY-11 16:27:00,0,0,0,0,Trained Spotter,Numerous severe thunderstorms impacted areas south of M-59.,2011,5
2430,201101,3,1600,201101,4,1900,48147,281034,MICHIGAN,2011,Winter Weather,Z,72,KALAMAZOO,GRR,03-JAN-11 16:00:00,EST-5,04-JAN-11 19:00:00,0,0,0,0,Trained Spotter,A clipper type system advanced toward the Great Lakes region from the west during the afternoon of January 3rd with snow beginning towards evening. Snow with a high water content falling on slightly below freezing road surfaces resulted in very slippery conditions over Western Lower Michigan during the evening hours of the third. A truck jack-knifed during the evening hours on Interstate 96 near Walker.,2011,1
2465,201105,25,950,201105,26,1700,52244,311636,MICHIGAN,2011,Flood,C,163,WAYNE,DTX,25-MAY-11 09:50:00,EST-5,26-MAY-11 17:00:00,0,0,0,0,Broadcast Media,Two to four inches of rain fell along the I-94 corridor leading to flooding.,2011,5
2470,201105,15,1200,201105,16,2200,53149,317961,MICHIGAN,2011,Flood,C,87,LAPEER,DTX,15-MAY-11 12:00:00,EST-5,16-MAY-11 22:00:00,0,0,0,0,Newspaper,"Three to five inches of rain over the weekend lead to flooding. Several roads were closed, mostly from Mill Creek overflowing its banks.",2011,5
3054,201106,8,1332,201106,8,1338,54204,325678,MICHIGAN,2011,Hail,C,137,OTSEGO,APX,08-JUN-11 13:32:00,EST-5,08-JUN-11 13:38:00,0,0,0,0,NWS Employee,"Another day of thunderstorms in Northern Michigan, though considerably more widespread and stronger than the day before.  A cold front moved into the hot and humid airmass still in place across the region, triggering numerous severe thunderstorms.",2011,6
3055,201106,8,1345,201106,8,1351,54204,325684,MICHIGAN,2011,Thunderstorm Wind,C,119,MONTMORENCY,APX,08-JUN-11 13:45:00,EST-5,08-JUN-11 13:51:00,0,0,0,0,Other Federal Agency,"Another day of thunderstorms in Northern Michigan, though considerably more widespread and stronger than the day before.  A cold front moved into the hot and humid airmass still in place across the region, triggering numerous severe thunderstorms.",2011,6
3056,201106,8,1354,201106,8,1355,54204,325689,MICHIGAN,2011,Hail,C,141,PRESQUE ISLE,APX,08-JUN-11 13:54:00,EST-5,08-JUN-11 13:55:00,0,0,0,0,Trained Spotter,"Another day of thunderstorms in Northern Michigan, though considerably more widespread and stronger than the day before.  A cold front moved into the hot and humid airmass still in place across the region, triggering numerous severe thunderstorms.",2011,6
3057,201106,8,1409,201106,8,1414,54204,325690,MICHIGAN,2011,Thunderstorm Wind,C,119,MONTMORENCY,APX,08-JUN-11 14:09:00,EST-5,08-JUN-11 14:14:00,0,0,0,0,Public,"Another day of thunderstorms in Northern Michigan, though considerably more widespread and stronger than the day before.  A cold front moved into the hot and humid airmass still in place across the region, triggering numerous severe thunderstorms.",2011,6
3058,201106,8,1414,201106,8,1414,54204,325693,MICHIGAN,2011,Thunderstorm Wind,C,141,PRESQUE ISLE,APX,08-JUN-11 14:14:00,EST-5,08-JUN-11 14:14:00,0,0,0,0,Public,"Another day of thunderstorms in Northern Michigan, though considerably more widespread and stronger than the day before.  A cold front moved into the hot and humid airmass still in place across the region, triggering numerous severe thunderstorms.",2011,6
3761,201106,8,1424,201106,8,1427,53715,321959,MICHIGAN,2011,Hail,C,3,ALGER,MQT,08-JUN-11 14:24:00,EST-5,08-JUN-11 14:27:00,0,0,0,0,Park/Forest Service,The passage of a strong cold front spawned scattered severe thunderstorms over the eastern half of Upper Michigan on the afternoon of the 8th.,2011,6
3762,201106,8,1428,201106,8,1431,53715,321961,MICHIGAN,2011,Thunderstorm Wind,C,3,ALGER,MQT,08-JUN-11 14:28:00,EST-5,08-JUN-11 14:31:00,0,0,0,0,NWS Storm Survey,The passage of a strong cold front spawned scattered severe thunderstorms over the eastern half of Upper Michigan on the afternoon of the 8th.,2011,6
3763,201106,8,1443,201106,8,1446,53715,321962,MICHIGAN,2011,Hail,C,3,ALGER,MQT,08-JUN-11 14:43:00,EST-5,08-JUN-11 14:46:00,0,0,0,0,Park/Forest Service,The passage of a strong cold front spawned scattered severe thunderstorms over the eastern half of Upper Michigan on the afternoon of the 8th.,2011,6
3764,201106,8,1510,201106,8,1512,53715,321963,MICHIGAN,2011,Hail,C,95,LUCE,MQT,08-JUN-11 15:10:00,EST-5,08-JUN-11 15:12:00,0,0,0,0,Trained Spotter,The passage of a strong cold front spawned scattered severe thunderstorms over the eastern half of Upper Michigan on the afternoon of the 8th.,2011,6
3765,201106,8,1530,201106,8,1533,53715,321964,MICHIGAN,2011,Hail,C,3,ALGER,MQT,08-JUN-11 15:30:00,EST-5,08-JUN-11 15:33:00,0,0,0,0,Public,The passage of a strong cold front spawned scattered severe thunderstorms over the eastern half of Upper Michigan on the afternoon of the 8th.,2011,6
3766,201106,8,1532,201106,8,1535,53715,321965,MICHIGAN,2011,Thunderstorm Wind,C,41,DELTA,MQT,08-JUN-11 15:32:00,EST-5,08-JUN-11 15:35:00,0,0,0,0,NWS Storm Survey,The passage of a strong cold front spawned scattered severe thunderstorms over the eastern half of Upper Michigan on the afternoon of the 8th.,2011,6
3798,201106,8,803,201106,8,803,54204,325653,MICHIGAN,2011,Hail,C,9,ANTRIM,APX,08-JUN-11 08:03:00,EST-5,08-JUN-11 08:03:00,0,0,0,0,Broadcast Media,"Another day of thunderstorms in Northern Michigan, though considerably more widespread and stronger than the day before.  A cold front moved into the hot and humid airmass still in place across the region, triggering numerous severe thunderstorms.",2011,6
3799,201106,8,830,201106,8,830,54204,325654,MICHIGAN,2011,Hail,C,29,CHARLEVOIX,APX,08-JUN-11 08:30:00,EST-5,08-JUN-11 08:30:00,0,0,0,0,Trained Spotter,"Another day of thunderstorms in Northern Michigan, though considerably more widespread and stronger than the day before.  A cold front moved into the hot and humid airmass still in place across the region, triggering numerous severe thunderstorms.",2011,6
3800,201106,8,839,201106,8,839,54204,325655,MICHIGAN,2011,Hail,C,137,OTSEGO,APX,08-JUN-11 08:39:00,EST-5,08-JUN-11 08:39:00,0,0,0,0,Trained Spotter,"Another day of thunderstorms in Northern Michigan, though considerably more widespread and stronger than the day before.  A cold front moved into the hot and humid airmass still in place across the region, triggering numerous severe thunderstorms.",2011,6
3801,201106,8,857,201106,8,857,54204,325656,MICHIGAN,2011,Hail,C,29,CHARLEVOIX,APX,08-JUN-11 08:57:00,EST-5,08-JUN-11 08:57:00,0,0,0,0,Trained Spotter,"Another day of thunderstorms in Northern Michigan, though considerably more widespread and stronger than the day before.  A cold front moved into the hot and humid airmass still in place across the region, triggering numerous severe thunderstorms.",2011,6
3802,201106,8,838,201106,8,838,54204,325657,MICHIGAN,2011,Thunderstorm Wind,C,89,LEELANAU,APX,08-JUN-11 08:38:00,EST-5,08-JUN-11 08:38:00,0,0,0,0,Law Enforcement,"Another day of thunderstorms in Northern Michigan, though considerably more widespread and stronger than the day before.  A cold front moved into the hot and humid airmass still in place across the region, triggering numerous severe thunderstorms.",2011,6
3803,201106,8,858,201106,8,858,54204,325658,MICHIGAN,2011,Thunderstorm Wind,C,89,LEELANAU,APX,08-JUN-11 08:58:00,EST-5,08-JUN-11 08:58:00,0,0,0,0,Emergency Manager,"Another day of thunderstorms in Northern Michigan, though considerably more widespread and stronger than the day before.  A cold front moved into the hot and humid airmass still in place across the region, triggering numerous severe thunderstorms.",2011,6
3804,201106,8,1035,201106,8,1035,54204,325659,MICHIGAN,2011,Hail,C,55,GRAND TRAVERSE,APX,08-JUN-11 10:35:00,EST-5,08-JUN-11 10:35:00,0,0,0,0,Trained Spotter,"Another day of thunderstorms in Northern Michigan, though considerably more widespread and stronger than the day before.  A cold front moved into the hot and humid airmass still in place across the region, triggering numerous severe thunderstorms.",2011,6
3805,201106,8,1034,201106,8,1034,54204,325660,MICHIGAN,2011,Hail,C,29,CHARLEVOIX,APX,08-JUN-11 10:34:00,EST-5,08-JUN-11 10:34:00,0,0,0,0,Trained Spotter,"Another day of thunderstorms in Northern Michigan, though considerably more widespread and stronger than the day before.  A cold front moved into the hot and humid airmass still in place across the region, triggering numerous severe thunderstorms.",2011,6
4090,201106,8,1535,201106,8,1537,53715,321967,MICHIGAN,2011,Thunderstorm Wind,C,41,DELTA,MQT,08-JUN-11 15:35:00,EST-5,08-JUN-11 15:37:00,0,0,0,0,NWS Storm Survey,The passage of a strong cold front spawned scattered severe thunderstorms over the eastern half of Upper Michigan on the afternoon of the 8th.,2011,6
4091,201106,8,1535,201106,8,1537,53715,321968,MICHIGAN,2011,Thunderstorm Wind,C,41,DELTA,MQT,08-JUN-11 15:35:00,EST-5,08-JUN-11 15:37:00,0,0,0,0,NWS Storm Survey,The passage of a strong cold front spawned scattered severe thunderstorms over the eastern half of Upper Michigan on the afternoon of the 8th.,2011,6
4102,201106,6,2132,201106,6,2132,54199,325031,MICHIGAN,2011,Hail,C,39,CRAWFORD,APX,06-JUN-11 21:32:00,EST-5,06-JUN-11 21:32:00,0,0,0,0,Trained Spotter,A single strong thunderstorm produced nickel-sized hail in Grayling.,2011,6
4165,201106,8,1039,201106,8,1039,54204,325661,MICHIGAN,2011,Hail,C,29,CHARLEVOIX,APX,08-JUN-11 10:39:00,EST-5,08-JUN-11 10:39:00,0,0,0,0,COOP Observer,"Another day of thunderstorms in Northern Michigan, though considerably more widespread and stronger than the day before.  A cold front moved into the hot and humid airmass still in place across the region, triggering numerous severe thunderstorms.",2011,6
4166,201106,8,1045,201106,8,1045,54204,325662,MICHIGAN,2011,Hail,C,9,ANTRIM,APX,08-JUN-11 10:45:00,EST-5,08-JUN-11 10:45:00,0,0,0,0,Trained Spotter,"Another day of thunderstorms in Northern Michigan, though considerably more widespread and stronger than the day before.  A cold front moved into the hot and humid airmass still in place across the region, triggering numerous severe thunderstorms.",2011,6
4167,201106,8,1054,201106,8,1055,54204,325663,MICHIGAN,2011,Hail,C,9,ANTRIM,APX,08-JUN-11 10:54:00,EST-5,08-JUN-11 10:55:00,0,0,0,0,Trained Spotter,"Another day of thunderstorms in Northern Michigan, though considerably more widespread and stronger than the day before.  A cold front moved into the hot and humid airmass still in place across the region, triggering numerous severe thunderstorms.",2011,6
4168,201106,8,1249,201106,8,1249,54204,325665,MICHIGAN,2011,Hail,C,29,CHARLEVOIX,APX,08-JUN-11 12:49:00,EST-5,08-JUN-11 12:49:00,0,0,0,0,Broadcast Media,"Another day of thunderstorms in Northern Michigan, though considerably more widespread and stronger than the day before.  A cold front moved into the hot and humid airmass still in place across the region, triggering numerous severe thunderstorms.",2011,6
4169,201106,8,1245,201106,8,1245,54204,325667,MICHIGAN,2011,Hail,C,89,LEELANAU,APX,08-JUN-11 12:45:00,EST-5,08-JUN-11 12:45:00,0,0,0,0,Emergency Manager,"Another day of thunderstorms in Northern Michigan, though considerably more widespread and stronger than the day before.  A cold front moved into the hot and humid airmass still in place across the region, triggering numerous severe thunderstorms.",2011,6
4170,201106,8,1256,201106,8,1259,54204,325668,MICHIGAN,2011,Hail,C,89,LEELANAU,APX,08-JUN-11 12:56:00,EST-5,08-JUN-11 12:59:00,0,0,0,0,Trained Spotter,"Another day of thunderstorms in Northern Michigan, though considerably more widespread and stronger than the day before.  A cold front moved into the hot and humid airmass still in place across the region, triggering numerous severe thunderstorms.",2011,6
4197,201101,6,1200,201101,9,600,48164,281161,MICHIGAN,2011,Lake-Effect Snow,Z,25,BENZIE,APX,06-JAN-11 12:00:00,EST-5,09-JAN-11 06:00:00,0,0,0,0,Trained Spotter,"An extended period of lake effect snow impacted Northwest Lower Michigan, from the 6th through the 9th.  Colder air entered the region on the 6th, behind a departing low pressure system.  A large upper low over Quebec gradually cycled back over the Great Lakes, helping to maintain lake effect snow for a lengthy period.  Wind directions changed substantially - from west-northwest to north-northeast and back to northwest - distributing the snow over a relatively large area.  Some of the higher snowfall totals included: 14 inches in Mancelona and 20 inches in Darragh by morning of the 7th; 19 inches in East Jordan and 24 inches in Bellaire by evening of the 7th; and 12 inches in Charlevoix on the day and night of the 7th-8th.",2011,1
