,BEGIN_YEARMONTH,Day,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,YEAR,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,Year,Month
960,200706,7,1655,200706,7,1657,6590,38365,MICHIGAN,2007,Hail,C,109,MENOMINEE,MQT,07-JUN-07 16:55:00,CST-6,07-JUN-07 16:57:00,0,0,0,0,0.00K,0.00K,Trained Spotter,1.5,,,,,,,,,,,1.0,SE,CARNEY,1.0,SE,CARNEY,45.5698,-87.5554,45.5698,-87.5554,Severe Thunderstorms produced large hail and damaging winds over west and south central Upper Michigan on the afternoon and evening of the 7th.  A tornado also formed over Menominee County and uprooted numerous trees west of the town of Banat.,Hail lasted for one to two minutes.,2007,6
961,200706,7,1729,200706,7,1729,6590,38369,MICHIGAN,2007,Thunderstorm Wind,C,109,MENOMINEE,MQT,07-JUN-07 17:29:00,CST-6,07-JUN-07 17:29:00,0,0,0,0,0.00K,0.00K,Amateur Radio,55.0,EG,,,,,,,,,,1.0,E,WALLACE,1.0,E,WALLACE,45.33,-87.5994,45.33,-87.5994,Severe Thunderstorms produced large hail and damaging winds over west and south central Upper Michigan on the afternoon and evening of the 7th.  A tornado also formed over Menominee County and uprooted numerous trees west of the town of Banat.,Ten-inch diameter tree limbs down east of Highway US-41 on County Road 342.,2007,6
962,200706,7,1750,200706,7,1750,6590,38374,MICHIGAN,2007,Thunderstorm Wind,C,53,GOGEBIC,MQT,07-JUN-07 17:50:00,CST-6,07-JUN-07 17:50:00,0,0,0,0,0.00K,0.00K,Law Enforcement,50.0,EG,,,,,,,,,,2.0,SE,WAKEFIELD,2.0,SE,WAKEFIELD,46.4496,-89.8903,46.4496,-89.8903,Severe Thunderstorms produced large hail and damaging winds over west and south central Upper Michigan on the afternoon and evening of the 7th.  A tornado also formed over Menominee County and uprooted numerous trees west of the town of Banat.,Four-inch diameter trees blown down.,2007,6
1051,200706,7,1756,200706,7,1756,6590,38377,MICHIGAN,2007,Thunderstorm Wind,C,53,GOGEBIC,MQT,07-JUN-07 17:56:00,CST-6,07-JUN-07 17:56:00,0,0,0,0,0.00K,0.00K,Trained Spotter,50.0,EG,,,,,,,,,,0.0,N,WAKEFIELD,0.0,N,WAKEFIELD,46.47,-89.92,46.47,-89.92,Severe Thunderstorms produced large hail and damaging winds over west and south central Upper Michigan on the afternoon and evening of the 7th.  A tornado also formed over Menominee County and uprooted numerous trees west of the town of Banat.,Five-inch diameter tree branches blown down.,2007,6
1052,200706,7,1935,200706,7,1936,6590,38423,MICHIGAN,2007,Hail,C,41,DELTA,MQT,07-JUN-07 19:35:00,EST-5,07-JUN-07 19:36:00,0,0,0,0,2.00K,0.00K,Trained Spotter,0.88,,,,,,,,,,,0.0,N,GARDEN,0.0,N,GARDEN,45.78,-86.55,45.78,-86.55,Severe Thunderstorms produced large hail and damaging winds over west and south central Upper Michigan on the afternoon and evening of the 7th.  A tornado also formed over Menominee County and uprooted numerous trees west of the town of Banat.,Hail lasted approximately one minute.  Numerous one-foot diameter trees were also blown down.,2007,6
1053,200706,7,1947,200706,7,1947,6590,38424,MICHIGAN,2007,Thunderstorm Wind,C,61,HOUGHTON,MQT,07-JUN-07 19:47:00,EST-5,07-JUN-07 19:47:00,0,0,0,0,1.00K,0.00K,Trained Spotter,60.0,EG,,,,,,,,,,0.0,N,FREDA,0.0,N,FREDA,47.13,-88.83,47.13,-88.83,Severe Thunderstorms produced large hail and damaging winds over west and south central Upper Michigan on the afternoon and evening of the 7th.  A tornado also formed over Menominee County and uprooted numerous trees west of the town of Banat.,Two 14-inch diameter trees snapped.,2007,6
1105,200707,8,403,200707,8,403,8688,49735,MICHIGAN,2007,Hail,C,13,BARAGA,MQT,08-JUL-07 04:03:00,EST-5,08-JUL-07 04:03:00,0,0,0,0,0.00K,0.00K,Trained Spotter,0.75,,,,,,,,,,,7.0,NW,BARAGA,7.0,NW,BARAGA,46.8516,-88.5846,46.8516,-88.5846,Severe thunderstorms pounded west and central Upper Michigan with large hail and damaging wind on the morning of the 8th.,,2007,7
1403,200707,8,415,200707,8,417,8688,49736,MICHIGAN,2007,Hail,C,61,HOUGHTON,MQT,08-JUL-07 04:15:00,EST-5,08-JUL-07 04:17:00,0,0,0,0,0.00K,0.00K,Trained Spotter,1.75,,,,,,,,,,,0.0,N,SOUTH RANGE,0.0,N,SOUTH RANGE,47.07,-88.65,47.07,-88.65,Severe thunderstorms pounded west and central Upper Michigan with large hail and damaging wind on the morning of the 8th.,,2007,7
1404,200707,8,419,200707,8,421,8688,49737,MICHIGAN,2007,Thunderstorm Wind,C,13,BARAGA,MQT,08-JUL-07 04:19:00,EST-5,08-JUL-07 04:21:00,0,0,0,0,3.00K,0.00K,Public,55.0,EG,,,,,,,,,,2.0,S,ALBERTA,2.0,S,ALBERTA,46.6211,-88.47,46.6211,-88.47,Severe thunderstorms pounded west and central Upper Michigan with large hail and damaging wind on the morning of the 8th.,Many trees and branches down along the highway.,2007,7
1497,200707,8,440,200707,8,440,8688,49738,MICHIGAN,2007,Hail,C,61,HOUGHTON,MQT,08-JUL-07 04:40:00,EST-5,08-JUL-07 04:40:00,0,0,0,0,0.00K,0.00K,Trained Spotter,1.0,,,,,,,,,,,0.0,N,TAPIOLA,0.0,N,TAPIOLA,46.92,-88.62,46.92,-88.62,Severe thunderstorms pounded west and central Upper Michigan with large hail and damaging wind on the morning of the 8th.,,2007,7
1498,200707,8,445,200707,8,445,8688,49813,MICHIGAN,2007,Hail,C,103,MARQUETTE,MQT,08-JUL-07 04:45:00,EST-5,08-JUL-07 04:45:00,0,0,0,0,0.00K,0.00K,Trained Spotter,0.75,,,,,,,,,,,0.0,N,CHAMPION,0.0,N,CHAMPION,46.52,-87.97,46.52,-87.97,Severe thunderstorms pounded west and central Upper Michigan with large hail and damaging wind on the morning of the 8th.,,2007,7
1499,200707,8,453,200707,8,456,8688,49814,MICHIGAN,2007,Thunderstorm Wind,C,83,KEWEENAW,MQT,08-JUL-07 04:53:00,EST-5,08-JUL-07 04:56:00,0,0,0,0,3.00K,0.00K,Public,55.0,EG,,,,,,,,,,5.0,SW,COPPER HARBOR,5.0,SW,COPPER HARBOR,47.4189,-87.9756,47.4189,-87.9756,Severe thunderstorms pounded west and central Upper Michigan with large hail and damaging wind on the morning of the 8th.,Many trees and branches downed along the highway.,2007,7
1500,200707,8,550,200707,8,550,8688,49815,MICHIGAN,2007,Hail,C,41,DELTA,MQT,08-JUL-07 05:50:00,EST-5,08-JUL-07 05:50:00,0,0,0,0,0.00K,0.00K,Trained Spotter,0.88,,,,,,,,,,,2.0,S,STONINGTON,2.0,S,STONINGTON,45.7011,-86.98,45.7011,-86.98,Severe thunderstorms pounded west and central Upper Michigan with large hail and damaging wind on the morning of the 8th.,,2007,7
1501,200707,8,555,200707,8,555,8688,49816,MICHIGAN,2007,Hail,C,103,MARQUETTE,MQT,08-JUL-07 05:55:00,EST-5,08-JUL-07 05:55:00,0,0,0,0,0.00K,0.00K,NWS Employee,0.75,,,,,,,,,,,4.0,E,NEGAUNEE,4.0,E,NEGAUNEE,46.5,-87.516,46.5,-87.516,Severe thunderstorms pounded west and central Upper Michigan with large hail and damaging wind on the morning of the 8th.,Observed at WFO Marquette.,2007,7
1502,200707,8,610,200707,8,610,8688,49817,MICHIGAN,2007,Hail,C,103,MARQUETTE,MQT,08-JUL-07 06:10:00,EST-5,08-JUL-07 06:10:00,0,0,0,0,0.00K,0.00K,NWS Employee,1.0,,,,,,,,,,,1.0,S,HARVEY,1.0,S,HARVEY,46.4855,-87.35,46.4855,-87.35,Severe thunderstorms pounded west and central Upper Michigan with large hail and damaging wind on the morning of the 8th.,,2007,7
1503,200707,8,612,200707,8,614,8688,49818,MICHIGAN,2007,Hail,C,103,MARQUETTE,MQT,08-JUL-07 06:12:00,EST-5,08-JUL-07 06:14:00,0,0,0,0,0.00K,0.00K,NWS Employee,1.5,,,,,,,,,,,4.0,E,NEGAUNEE,4.0,E,NEGAUNEE,46.5,-87.516,46.5,-87.516,Severe thunderstorms pounded west and central Upper Michigan with large hail and damaging wind on the morning of the 8th.,Observed at WFO Marquette.,2007,7
1504,200707,8,615,200707,8,617,8688,49819,MICHIGAN,2007,Hail,C,103,MARQUETTE,MQT,08-JUL-07 06:15:00,EST-5,08-JUL-07 06:17:00,0,0,0,0,0.00K,0.00K,NWS Employee,1.5,,,,,,,,,,,2.0,E,NEGAUNEE,2.0,E,NEGAUNEE,46.5,-87.55799999999999,46.5,-87.55799999999999,Severe thunderstorms pounded west and central Upper Michigan with large hail and damaging wind on the morning of the 8th.,,2007,7
1505,200707,8,617,200707,8,619,8688,49820,MICHIGAN,2007,Hail,C,103,MARQUETTE,MQT,08-JUL-07 06:17:00,EST-5,08-JUL-07 06:19:00,0,0,0,0,0.00K,0.00K,COOP Observer,1.25,,,,,,,,,,,5.0,SE,HARVEY,5.0,SE,HARVEY,46.4489,-87.2758,46.4489,-87.2758,Severe thunderstorms pounded west and central Upper Michigan with large hail and damaging wind on the morning of the 8th.,,2007,7
1506,200707,8,623,200707,8,623,8688,49821,MICHIGAN,2007,Hail,C,3,ALGER,MQT,08-JUL-07 06:23:00,EST-5,08-JUL-07 06:23:00,0,0,0,0,0.00K,0.00K,Public,1.0,,,,,,,,,,,0.0,N,SUNDELL,0.0,N,SUNDELL,46.35,-87.08,46.35,-87.08,Severe thunderstorms pounded west and central Upper Michigan with large hail and damaging wind on the morning of the 8th.,,2007,7
1627,200708,22,600,200708,22,611,10200,56658,MICHIGAN,2007,Thunderstorm Wind,C,77,KALAMAZOO,GRR,22-AUG-07 06:00:00,EST-5,22-AUG-07 06:11:00,0,0,0,0,20.00K,0.00K,Law Enforcement,52.0,EG,,,,,,,,,,1.0,SW,KALAMAZOO,1.0,S,KALAMAZOO,42.27,-85.59,42.27,-85.57,Thunderstorms during the early morning hours produced several reports of wind damage.,Several trees were blown down in and around the city of Kalamazoo.,2007,8
1629,200708,22,1955,200708,22,1955,10212,56712,MICHIGAN,2007,Thunderstorm Wind,C,81,KENT,GRR,22-AUG-07 19:55:00,EST-5,22-AUG-07 19:55:00,0,0,0,0,5.00K,0.00K,Broadcast Media,50.0,MG,,,,,,,,,,1.0,E,GRANDVILLE,1.0,E,GRANDVILLE,42.9,-85.76,42.9,-85.76,Severe thunderstorm wind gusts brought down numerous trees across the area.,,2007,8
1630,200708,22,2040,200708,22,2040,10212,56718,MICHIGAN,2007,Hail,C,117,MONTCALM,GRR,22-AUG-07 20:40:00,EST-5,22-AUG-07 20:40:00,0,0,0,0,0.00K,0.00K,Broadcast Media,0.75,,,,,,,,,,,1.0,N,GREENVILLE,1.0,N,GREENVILLE,43.19,-85.25,43.19,-85.25,Severe thunderstorm wind gusts brought down numerous trees across the area.,,2007,8
1631,200708,22,2100,200708,22,2110,10212,56720,MICHIGAN,2007,Thunderstorm Wind,C,57,GRATIOT,GRR,22-AUG-07 21:00:00,EST-5,22-AUG-07 21:10:00,0,0,0,0,20.00K,0.00K,Law Enforcement,50.0,EG,,,,,,,,,,0.0,N,PERRINTON,1.0,NE,ITHACA,43.18,-84.68,43.29,-84.6,Severe thunderstorm wind gusts brought down numerous trees across the area.,Several trees were blown down in Ithaca and Perrinton.,2007,8
1632,200708,24,1507,200708,24,1507,10224,56788,MICHIGAN,2007,Thunderstorm Wind,C,45,EATON,GRR,24-AUG-07 15:07:00,EST-5,24-AUG-07 15:07:00,0,0,0,0,40.00K,0.00K,Broadcast Media,52.0,EG,,,,,,,,,,2.0,NW,KALAMO,2.0,NW,KALAMO,42.57,-85.06,42.57,-85.06,An EF-3 tornado struck Eaton county and resulted in five injuries but no fatalities.  An EF-1 tornado struck Ingham county but did not produce any injuries or fatalities.,Trees and limbs were blown down near the intersection of Carlisle and Mason roads and a chimney was blown down.,2007,8
1799,200705,1,1254,200705,1,1255,4610,26421,MICHIGAN,2007,Hail,C,59,HILLSDALE,IWX,01-MAY-07 12:54:00,EST-5,01-MAY-07 12:55:00,0,0,0,0,0.00K,0.00K,Law Enforcement,0.88,,,,,,,,,,,1.0,NE,CAMDEN,1.0,NE,CAMDEN,41.76,-84.76,41.76,-84.76,"A stationary boundary was located across far southern Lower Michigan during the mid afternoon hours. As instability increased, numerous storms began to develop with many producing hail.",,2007,5
1800,200705,1,1502,200705,1,1503,4610,26422,MICHIGAN,2007,Hail,C,59,HILLSDALE,IWX,01-MAY-07 15:02:00,EST-5,01-MAY-07 15:03:00,0,0,0,0,0.00K,0.00K,Emergency Manager,1.0,,,,,,,,,,,1.0,NW,OSSEO,1.0,NW,OSSEO,41.89,-84.54,41.89,-84.54,"A stationary boundary was located across far southern Lower Michigan during the mid afternoon hours. As instability increased, numerous storms began to develop with many producing hail.",,2007,5
1801,200705,1,1520,200705,1,1521,4610,26424,MICHIGAN,2007,Hail,C,23,BRANCH,IWX,01-MAY-07 15:20:00,EST-5,01-MAY-07 15:21:00,0,0,0,0,0.00K,0.00K,Storm Chaser,0.88,,,,,,,,,,,1.0,SE,COLDWATER ARPT,1.0,SE,COLDWATER ARPT,41.92,-85.03,41.92,-85.03,"A stationary boundary was located across far southern Lower Michigan during the mid afternoon hours. As instability increased, numerous storms began to develop with many producing hail.",,2007,5
1802,200705,1,1525,200705,1,1526,4610,26426,MICHIGAN,2007,Hail,C,23,BRANCH,IWX,01-MAY-07 15:25:00,EST-5,01-MAY-07 15:26:00,0,0,0,0,0.00K,0.00K,Amateur Radio,1.0,,,,,,,,,,,1.0,SW,COLDWATER,1.0,SW,COLDWATER,41.94,-85.02,41.94,-85.02,"A stationary boundary was located across far southern Lower Michigan during the mid afternoon hours. As instability increased, numerous storms began to develop with many producing hail.",,2007,5
1803,200705,1,1532,200705,1,1533,4610,26427,MICHIGAN,2007,Hail,C,23,BRANCH,IWX,01-MAY-07 15:32:00,EST-5,01-MAY-07 15:33:00,0,0,0,0,0.00K,0.00K,Trained Spotter,0.88,,,,,,,,,,,1.0,S,COLDWATER,1.0,S,COLDWATER,41.94,-85.0,41.94,-85.0,"A stationary boundary was located across far southern Lower Michigan during the mid afternoon hours. As instability increased, numerous storms began to develop with many producing hail.",,2007,5
1804,200705,1,1541,200705,1,1542,4610,26428,MICHIGAN,2007,Hail,C,23,BRANCH,IWX,01-MAY-07 15:41:00,EST-5,01-MAY-07 15:42:00,0,0,0,0,0.00K,0.00K,Amateur Radio,0.75,,,,,,,,,,,2.0,E,COLDWATER ARPT,2.0,E,COLDWATER ARPT,41.93,-85.02,41.93,-85.02,"A stationary boundary was located across far southern Lower Michigan during the mid afternoon hours. As instability increased, numerous storms began to develop with many producing hail.",,2007,5
1842,200701,14,900,200701,15,700,2735,14075,MICHIGAN,2007,Winter Storm,Z,71,VAN BUREN,GRR,14-JAN-07 09:00:00,EST-5,15-JAN-07 07:00:00,0,0,0,0,25.00K,0.00K,NWS Storm Survey,,,,,,,,,,,,,,,,,,,,,,A synoptic low pressure system brought snow to central lower Michigan and freezing rain to southern lower Michigan. Storm total snowfall reached six inches across much of central Michigan and freezing rain resulted in significant ice accumulations of 0.3 to 0.5.,Three tenths of an inch of ice accumulation was reported.,2007,1
1843,200701,14,900,200701,15,700,2735,14076,MICHIGAN,2007,Winter Storm,Z,72,KALAMAZOO,GRR,14-JAN-07 09:00:00,EST-5,15-JAN-07 07:00:00,0,0,0,0,25.00K,0.00K,NWS Storm Survey,,,,,,,,,,,,,,,,,,,,,,A synoptic low pressure system brought snow to central lower Michigan and freezing rain to southern lower Michigan. Storm total snowfall reached six inches across much of central Michigan and freezing rain resulted in significant ice accumulations of 0.3 to 0.5.,Three tenths of an inch of ice accumulation was reported.,2007,1
1844,200701,14,900,200701,15,700,2735,14077,MICHIGAN,2007,Winter Storm,Z,73,CALHOUN,GRR,14-JAN-07 09:00:00,EST-5,15-JAN-07 07:00:00,0,0,0,0,25.00K,0.00K,NWS Storm Survey,,,,,,,,,,,,,,,,,,,,,,A synoptic low pressure system brought snow to central lower Michigan and freezing rain to southern lower Michigan. Storm total snowfall reached six inches across much of central Michigan and freezing rain resulted in significant ice accumulations of 0.3 to 0.5.,Three tenths of an inch of ice accumulation was reported.,2007,1
1899,200708,7,712,200708,7,930,10087,56096,MICHIGAN,2007,Flash Flood,C,27,CASS,IWX,07-AUG-07 07:12:00,EST-5,07-AUG-07 09:30:00,0,0,0,0,0.00K,0.00K,Law Enforcement,,,Heavy Rain,,,,,,,,,1.0,SW,CASSOPOLIS,1.0,SW,CASSOPOLIS,41.91,-86.01,41.91,-86.01,A combination of deep moisture and slow movement of storms resulted in flash flooding in some parts of extreme southwestern Michigan.,One foot of water was reported over pokagan highway southwest of Cassopolis.,2007,8
1968,200706,27,1536,200706,27,1537,5205,30595,MICHIGAN,2007,Thunderstorm Wind,C,23,BRANCH,IWX,27-JUN-07 15:36:00,EST-5,27-JUN-07 15:37:00,0,0,0,0,10.00K,0.00K,Amateur Radio,55.0,EG,,,,,,,,,,0.0,N,GIRARD,0.0,N,GIRARD,42.03,-85.0,42.03,-85.0,A prefrontal trough moved across Michigan producing storms that layed out several outflow boundaries that worked across far southern Lower Michigan. These boundaries interacted with a high CAPE/low shear environment to set the stage for pulse thunderstorms. Several wet microbursts developed and produced areas of wind damage.,A large tree was blown down onto power lines 6 miles north of Coldwater. Dime size hail was also reported in the area.,2007,6
1969,200706,27,1550,200706,27,1551,5205,30596,MICHIGAN,2007,Thunderstorm Wind,C,59,HILLSDALE,IWX,27-JUN-07 15:50:00,EST-5,27-JUN-07 15:51:00,0,0,0,0,10.00K,0.00K,Emergency Manager,55.0,EG,,,,,,,,,,1.0,NW,HILLSDALE,1.0,NW,HILLSDALE,41.93,-84.64,41.93,-84.64,A prefrontal trough moved across Michigan producing storms that layed out several outflow boundaries that worked across far southern Lower Michigan. These boundaries interacted with a high CAPE/low shear environment to set the stage for pulse thunderstorms. Several wet microbursts developed and produced areas of wind damage.,Scattered reports of trees down in and around the Hillsdale area as well as western parts of the county.,2007,6
1987,200705,15,1640,200705,15,1650,4044,22653,MICHIGAN,2007,Thunderstorm Wind,C,149,ST. JOSEPH,IWX,15-MAY-07 16:40:00,EST-5,15-MAY-07 16:50:00,0,0,0,0,50.00K,0.00K,NWS Storm Survey,83.0,EG,,,,,,,,,,1.0,SSE,THREE RIVERS ARPT,1.0,NNE,MENDON,41.95,-85.59,42.02,-85.44,"A combination of a prefrontal outflow boundary drapped across northern Indiana and a MCV from overnight convection across Nebraska the night before provided the focus for convection to develop. In addition, unstable conditions develop during the late morning and early afternoon with SBCAPES of 1500 to 2500 j/kg. Storms began to develop on this boundary during the mid afternoon hours and rapidly became severe across Indiana. A line of storms associated with the MCV and an approaching trough moved across the northern part of Indiana and into extreme southern Michigan. This line evolved into several small bowing segments which produced numerous reports of damaging winds, especially across parts of St Joseph county.","A storm survey was performed by NWS personnel of the area between Three Rivers and Mendon, including Fishers Lake. Damage was observed at the Three Rivers Muncipal Airport and at an adjacent residence to the airport. A hangar door was blown open at the airport, with 2 large tree trunks falling onto parked vehicles at a private residence. One of the vehicles had pulled into the driveway due to poor visbility, and before the driver could exit, the tree trunk fell onto the roof of the car, causing minor head injury to the driver. The Three Rivers AWOS (KHAI) recorded a 68 mph wind gust at 548 pm EDT. As the survey progressed along M-60 to some of the back roads, more extensive damage began to be encountered. A barn was found destroyed by a combination of the strong winds and a small shed being picked up and thrown into the barn. An adjacent barn also suffered moderate damage from the wind. Numerous trees limbs were snapped in the yard, as well as the chimney of the 2 story residence being blown over to roof level. Just to the north of this residence a large grove of various hardwood trees suffered extensive damage with many trees being uprooted or snapped. The sandy soil in the area reduced the resistance of the roots somewhat.  A residence as well as a barn suffered only minor damage despite the estimated 90 to 95 mph winds. KIWX 88D Base velocity data showed a couplet with 82 kt (94 mph) outbound winds in this general area. Damage continued northeast towards Mendon where trees continued to be damaged as well as 2 barns. |With the strength of the winds, it is possible that a few gust front tornadoes (gustnadoes) may have developed and helped locally focus some of the damage, but by far the strength of the straight line winds was more significant then the potential winds of any gustnadoes.",2007,5
2036,200706,27,1558,200706,27,1559,5205,30597,MICHIGAN,2007,Thunderstorm Wind,C,59,HILLSDALE,IWX,27-JUN-07 15:58:00,EST-5,27-JUN-07 15:59:00,0,0,0,0,10.00K,0.00K,Law Enforcement,55.0,EG,,,,,,,,,,1.0,SW,LITCHFIELD,1.0,SW,LITCHFIELD,42.04,-84.76,42.04,-84.76,A prefrontal trough moved across Michigan producing storms that layed out several outflow boundaries that worked across far southern Lower Michigan. These boundaries interacted with a high CAPE/low shear environment to set the stage for pulse thunderstorms. Several wet microbursts developed and produced areas of wind damage.,Large trees were reported blown down in Litchfield.,2007,6
2037,200706,27,1805,200706,27,1806,5205,30598,MICHIGAN,2007,Thunderstorm Wind,C,27,CASS,IWX,27-JUN-07 18:05:00,EST-5,27-JUN-07 18:06:00,0,0,0,0,5.00K,0.00K,Law Enforcement,55.0,EG,,,,,,,,,,0.0,N,VANDALIA,0.0,N,VANDALIA,41.92,-85.92,41.92,-85.92,A prefrontal trough moved across Michigan producing storms that layed out several outflow boundaries that worked across far southern Lower Michigan. These boundaries interacted with a high CAPE/low shear environment to set the stage for pulse thunderstorms. Several wet microbursts developed and produced areas of wind damage.,A tree was blown down onto power lines.,2007,6
